u,v,highway,length
1353867896,1788787810,residential,19.015
1353867896,1353867898,residential,23.021
1353867896,1353867881,residential,190.327
1353867896,4565607103,residential,84.652
1353867898,1788787810,residential,18.899
1353867898,1353867887,residential,78.247
1353867904,1353867883,residential,18.168
1353867904,1353867878,residential,22.874
1353874575,1418798461,secondary,143.02
1386041949,1106195776,living_street,19.764
1386041950,1106195776,living_street,22.583
1386051842,1386051854,tertiary,111.389
1386051842,1684844453,tertiary,44.829
1386051845,1386051854,tertiary,11.62
1386051845,2246086926,tertiary,58.533
1386051845,747467619,residential,195.893
1386051849,2246086926,tertiary,8.829
1386051849,285944799,secondary,512.957
1386051854,1386051845,tertiary,11.62
1386051854,1386051842,tertiary,111.389
1387283703,773982493,secondary,13.93
1387283703,3897692280,secondary,18.715
1393866615,4751660540,tertiary,20.487
1393866617,1393866615,tertiary,29.219
1393866633,1842003012,tertiary,142.071
1393866633,1393866617,tertiary,11.615
1398246204,1398332909,tertiary,197.288
1398246204,1950587713,tertiary,169.142
1398246204,1398246219,residential,205.684
1398246219,2181390935,tertiary,112.185
1398246219,1398246204,residential,205.684
1398332909,1398332921,tertiary,589.729
1398332909,1398246204,tertiary,197.288
1398332921,3166553930,secondary,76.411
1398332921,429378628,secondary,244.632
1416622188,1416622189,residential,157.421
1416622188,5297512321,residential,45.324
1416622189,335561787,residential,108.66
1417603317,335562045,residential,97.788
1417603317,128674453,residential,48.108
1417675671,297880635,residential,119.839
1417675671,1417675673,secondary,92.623
1417675673,129953503,secondary,35.483
1417675673,1252543215,residential,169.986
1417693658,335561055,secondary,9.252
1418798461,1418798464,secondary_link,32.35
1418798461,3391599154,secondary,24.121
1418798464,1788786316,secondary,72.9
1418798469,335691896,secondary,24.248
1418798470,1418798472,secondary_link,25.299
1418798470,3391599155,secondary,23.688
1418798472,3092543648,secondary,79.967
1419645372,4612022469,living_street,29.485
1419645372,1419645378,living_street,107.871
1419645372,1419645377,living_street,83.988
1419645377,1419645372,living_street,83.988
1419645378,137982795,secondary,42.734
1422563112,2250887839,residential,60.08
1422563112,8211469174,"['living_street', 'residential']",195.883
1422610108,1422610110,tertiary_link,14.276
1422610108,475394841,tertiary,60.778
1422610110,474677934,secondary,66.618
1438444064,129795568,tertiary,50.646
1438444064,314555992,secondary,34.375
1461624007,1471136241,residential,123.503
1461624008,1461661740,residential,84.019
1461624008,1471135969,residential,3.881
1461624008,1461624007,residential,89.441
1461653515,1461657432,residential,59.578
1461653515,126604779,residential,146.061
1461653515,2846652420,residential,38.862
1461657431,1461678986,residential,141.617
1461657432,1471135970,residential,69.768
1461657432,1461659283,residential,131.739
1461659283,1461657432,residential,131.739
1461661740,1461624008,residential,84.019
1461664426,1461665866,residential,68.665
1461665866,1461664426,residential,68.665
1461665866,1461657431,residential,40.058
1461678986,2846652420,residential,91.183
1461678986,1628753285,residential,88.282
1471128087,126604780,secondary,28.437
1471128087,1461657432,residential,154.584
1471128087,1561603567,secondary,51.799
1471135969,1461624008,residential,3.881
1471135969,1471135970,residential,60.428
1471135969,1461624007,residential,183.319
1471135970,1461657431,residential,109.365
1471135970,1471135969,residential,60.428
1471136241,1110673569,residential,16.525
1471136241,126604783,residential,389.708
1471188703,3777500269,tertiary,134.745
1471188703,1202110497,residential,49.258
1471188703,4585850869,residential,222.172
1471188703,1202110494,tertiary,108.26
1474720648,1474720669,residential,181.542
1474720648,2173587019,residential,38.389
1474720648,5291943785,residential,87.519
1474720649,4395077446,residential,17.434
1474720649,1474720686,residential,66.017
1474720649,1474720652,residential,116.134
1474720652,6152288414,residential,77.244
1474720652,1474720685,residential,153.942
1474720652,1474720649,residential,116.134
1474720653,1548083607,residential,110.147
1474720653,1474720681,residential,43.497
1474720653,4573652326,residential,23.497
1474720653,4395077408,residential,40.721
1474720658,4573652325,residential,15.392
1474720658,4395077446,living_street,64.349
1474720658,4395077408,residential,11.745
1474720659,1474720685,residential,60.542
1474720659,4395077802,residential,147.673
1474720659,2173587019,residential,42.751
1474720662,1474720652,residential,175.054
1474720662,5244468063,residential,60.554
1474720669,4573652318,residential,29.538
1474720669,4573652316,residential,42.627
1474720669,1474720648,residential,181.542
1474720671,4573652319,residential,9.279
1474720671,4573652316,residential,13.727
1474720671,4573652336,living_street,13.879
1474720672,1548085682,residential,12.721
1474720672,1548085789,residential,80.325
1474720672,2173587019,residential,62.663
1474720674,1548085449,residential,65.255
1474720674,1474720679,residential,28.415
1474720674,1548086103,residential,36.114
1474720679,1548085559,residential,61.766
1474720679,1474720674,residential,28.415
1474720681,128655629,secondary,24.401
1474720681,1474720653,residential,43.497
1474720683,1474720679,residential,21.753
1474720683,1474720674,residential,22.251
1474720685,1474720659,residential,60.542
1474720685,1474720652,residential,153.942
1474720685,4395077589,living_street,100.956
1474720686,1474720649,residential,66.017
1474720686,4573652325,residential,7.138
1474720686,4573652323,residential,10.558
1474740068,1474740074,living_street,23.469
1474740074,1474740068,living_street,23.469
1474740074,1474740082,living_street,25.628
1474740074,1474740093,living_street,56.052
1474740082,1474740100,living_street,24.154
1474740082,1474740074,living_street,25.628
1474740082,4395077802,living_street,53.172
1474740093,1474740074,living_street,56.052
1474740098,1548085789,residential,49.602
1474740098,1548085960,residential,32.857
1474740098,1548086119,residential,21.328
1474740100,1474740082,living_street,24.154
1487178602,8402558867,tertiary,19.368
1487178602,4422245572,tertiary,66.118
1487179451,1487179460,tertiary,23.44
1487179451,497870546,residential,21.179
1487179451,429381408,tertiary,162.394
1487179453,429432811,tertiary,14.555
1487179453,429432812,tertiary,87.394
1487179453,500009870,residential,89.741
1487179459,4468615941,living_street,66.241
1487179460,1487179451,tertiary,23.44
1487179460,429432811,tertiary,52.194
1537859366,1537859369,residential,52.016
1537859369,1537859376,residential,36.487
1537859369,1537859366,residential,52.016
1537859369,4581734106,living_street,47.536
1537859376,1537859369,residential,36.487
1537859376,4257804092,living_street,44.051
1537859376,1537859379,residential,42.061
1537859379,1537859376,residential,42.061
1537859379,311889489,tertiary,248.331
1541417332,1541417335,residential,75.594
1541417332,1541417332,residential,94.842
1541417335,1541417332,residential,75.594
1541417335,4473312168,secondary,72.443
1548059189,276935836,primary,7.437
1548060069,276935976,primary,17.145
1548060069,1548061161,primary,14.568
1548061161,276935832,primary,3.031
1548061852,1548059189,primary,359.339
1548061852,276932825,primary,30.612
1548061855,1548061852,primary,6.607
1548062593,114320458,primary,173.06
1548062593,276932740,primary,25.104
1548062829,1548064141,residential,127.508
1548062829,1548063143,residential,110.539
1548062829,2420355036,residential,75.383
1548063143,5239695595,residential,139.677
1548063143,1548066651,residential,366.56
1548063143,1548062829,residential,110.539
1548064141,5239695588,residential,72.023
1548064141,5239695580,residential,78.702
1548064141,1548062829,residential,127.508
1548066105,1548066281,living_street,32.038
1548066105,4444137438,living_street,102.394
1548066105,4444137430,living_street,97.567
1548066281,1548066866,living_street,63.02
1548066281,1548066440,living_street,65.938
1548066281,1548066105,living_street,32.038
1548066440,1548066281,living_street,65.938
1548066440,5239695580,residential,105.646
1548066440,1548066752,residential,25.007
1548066440,1548066651,residential,30.419
1548066651,2837480710,living_street,93.788
1548066651,1548066440,residential,30.419
1548066752,1548066866,living_street,30.642
1548066752,1548066852,residential,18.116
1548066752,1548066440,residential,25.007
1548066852,1548067526,residential,48.374
1548066852,2837480710,living_street,59.017
1548066852,1548066752,residential,18.116
1548066866,1548066752,living_street,30.642
1548066866,1548066281,living_street,63.02
1548066866,1548067366,living_street,48.905
1548067333,4444137430,living_street,22.706
1548067366,1548067377,living_street,5.687
1548067366,1548067526,living_street,53.136
1548067366,1548068122,living_street,56.305
1548067366,1548066866,living_street,48.905
1548067377,1548067366,living_street,5.687
1548067377,4444137430,living_street,45.712
1548067377,1548068883,living_street,148.718
1548067526,1548067366,living_street,53.136
1548067526,1548068063,residential,36.274
1548068063,1548068253,residential,23.724
1548068063,2837480710,living_street,31.317
1548068122,1548067366,living_street,56.305
1548068122,1548069758,living_street,122.6
1548068122,1548068253,living_street,55.048
1548068253,1548068122,living_street,55.048
1548068253,1548069718,residential,94.535
1548068253,1548068444,living_street,53.364
1548068444,1548068253,living_street,53.364
1548068698,4444137342,living_street,26.917
1548068883,4444137415,living_street,117.471
1548068883,4444137430,living_street,136.089
1548068883,1548069906,living_street,125.899
1548068883,1548067377,living_street,148.718
1548069595,1548072578,residential,361.766
1548069595,4444137342,living_street,68.361
1548069718,1548070657,residential,240.312
1548069718,1548069758,residential,25.039
1548069758,1548068122,living_street,122.6
1548069758,1548069896,residential,49.791
1548069896,4444137415,living_street,7.306
1548069896,1548070163,residential,60.572
1548069906,1548070290,living_street,50.616
1548069906,1548070021,living_street,55.361
1548069906,1548068883,living_street,125.899
1548070021,1548070290,living_street,87.788
1548070021,4444137342,living_street,334.778
1548070021,1548069906,living_street,55.361
1548070163,1548071254,residential,173.968
1548070163,1548070738,residential,64.484
1548070193,1548070657,living_street,113.852
1548070290,1548070021,living_street,87.788
1548070290,4444137415,living_street,114.959
1548070290,1548070715,living_street,38.909
1548070290,1548069906,living_street,50.616
1548070657,1548070193,living_street,113.852
1548070657,1548070808,residential,77.722
1548070657,1548069718,residential,240.312
1548070715,1548070738,living_street,5.659
1548070715,5239687625,living_street,92.341
1548070715,1548070290,living_street,38.909
1548070738,1548070944,residential,40.023
1548070738,1548070715,living_street,5.659
1548070808,1548070657,residential,77.722
